l1,b1,z1,w1,Dc1,LRG_ID1,l2,b2,z2,w2,Dc2,LRG_ID2,Dmid
211.87477629576935,35.158594905941804,0.7353764134269003,1.028103871062601,1815.5393055013997,94274,211.71039169350914,35.19348312890566,0.73529900971597,1.0406949575780113,1815.386798220044,95225,1815.4630527568254
211.63201917498102,35.325778713582885,0.7455641826388912,1.0375778561116658,1835.5496791340815,95457,211.45492248772095,35.31915669034491,0.7457449081543908,1.0160962465220087,1835.9035364479064,96643,1835.7266126423524
210.7400181849864,34.419013228119994,0.6365350636852396,1.0038670334322546,1614.8256138401914,96939,210.54527805289382,34.42638711446398,0.6367977422555624,1.0022374968440348,1615.3751927824167,98271,1615.1004143026669
203.9499349674979,20.40353970551056,0.6515078472490581,1.1981960153200801,1646.0119146193367,98482,203.98968136814182,20.559798805168757,0.6506198714577606,1.348673816612544,1644.1703030717113,98953,1645.0912333509914
203.9499349674979,20.40353970551056,0.6515078472490581,1.1981960153200801,1646.0119146193367,98482,203.86478535281725,20.28697080689442,0.6496082936684366,1.1662209335835572,1642.071133951546,99371,1644.0420942192725
203.708703192157,20.142365829238287,0.8203725978203157,1.1808042495388476,1978.762087776346,99029,203.73640094773026,20.28820329638988,0.8191062514067146,1.2004417200647566,1976.391294902489,99369,1977.5769176158585
203.8138146223669,20.555546414700387,0.7924338310775043,1.1921876999925831,1926.0331589824737,99755,203.66841125839363,20.552266760207527,0.7912018748330428,1.2429883132293453,1923.6875354656631,100230,1924.860565625685
203.6249664293721,20.37226455168773,0.6983991596019459,1.2271217684558668,1741.8605991888032,99788,203.55057970146038,20.550203300659224,0.6989617193550574,1.2988099445659214,1742.9939782268218,101091,1742.4273371981271
210.20716665495345,34.13374588109224,0.7983078072180626,0.9530500865351921,1937.19311900948,99792,210.16705598249484,34.30362038248339,0.7969536439147037,1.0200652556555228,1934.623858828174,100065,1935.9087517298199
209.76293878029804,33.756703210082826,0.6987763698115642,0.9232884977802052,1742.6206006774094,99992,209.79356847494844,33.9243548775479,0.698193746962205,0.9751556670506606,1741.4466613369425,100340,1742.0336830244573
203.31166524178337,19.992047805008742,0.6413893536795371,1.2044895133117812,1624.967623219948,101016,203.10084141244877,19.926711581644348,0.64114863647865,1.3384339143154402,1624.4654020178875,102298,1624.7165218234945
203.55057970146038,20.550203300659224,0.6989617193550574,1.2988099445659214,1742.9939782268218,101091,203.38546106597417,20.467851499258973,0.7011275649302746,1.1956134228810664,1747.3538486357054,101942,1745.1746315376135
209.37383266382017,33.61875018532013,0.6381947933110669,0.9498931323546734,1618.296641099955,101938,209.1507547568768,33.712941382654606,0.6359944175786835,1.0192550219042766,1613.6941914421197,103356,1615.9961873225764
209.0800962954239,34.299668621368376,0.7543576227391391,1.0347581709358955,1852.722168046489,104672,208.93992466855812,34.430160005496994,0.7534183919944739,0.9377344971983017,1850.8923345815958,106095,1851.807381615423
201.93694117477355,18.655852602463014,0.72617901924357,1.2886279148786846,1797.3675431801214,104915,201.8691538489032,18.806481067583817,0.7265446792800502,1.3120541354390318,1798.0919361874405,105813,1797.7297598019184
208.97115951457695,34.654877910378374,0.7885708096606917,0.9439138735429153,1918.672177800542,105523,208.88471944357835,34.552685932127694,0.7881902336677101,0.9439924354761936,1917.9460598869523,106409,1918.3091397361284
201.5423078412257,18.755790704427195,0.8224375134802726,1.312059039731458,1982.6240436319358,106407,201.6773391470638,18.732293111522047,0.8212752550113298,1.2762109234283807,1980.4508945354862,106408,1981.5376594048662
201.9871795620871,19.678071854395636,0.6255001674804525,1.2668527629865025,1591.658670565031,106768,201.82832818482407,19.64143054390284,0.6274617543536684,1.250872441462553,1595.788263561899,107753,1593.724083766646
209.03272591066212,35.75804986563544,0.7110836510373109,1.0138954259051336,1767.3218317070405,107616,208.8725018829497,35.68668095364035,0.7109615285173727,0.9628750955855369,1767.0776338091703,108601,1767.1997350249308
208.9707553804982,36.28236998646417,0.8147393476778187,1.0527176356885748,1968.2018868729224,108642,208.9468493988185,36.4506663253786,0.8140633607563438,1.008311972905427,1966.9322556643592,109327,1967.5671359908076
208.03235089923257,34.26597455167014,0.7047867537125119,0.9656248944458952,1754.7067963429818,109104,207.89603104147702,34.34616396186888,0.7068844292648411,1.0296066497777812,1758.9145908087319,110326,1756.8113646574154
201.5130479082849,19.526624408942695,0.6372644569026881,1.2855419553213845,1616.3514413267255,109221,201.4897356935523,19.704552137900226,0.635821948000048,1.3439842134665068,1613.3331820407293,109311,1614.842643174639
207.91518077290957,34.09190290329753,0.8291455864944091,1.016473042582154,1995.1368555905376,109655,207.91961957302465,34.23553727665236,0.8273360308997626,1.0011002207011328,1991.766405596329,109971,1993.452089846819
201.0214825924552,18.747619724679794,0.721683305252114,1.4282713273942964,1788.4481146320682,109667,200.8829179380624,18.675634655868013,0.722002722852826,1.2963326422719763,1789.0826388233768,110007,1788.7653921252504
209.0982983266334,37.02499170730415,0.7175256748645401,1.0719300543469998,1780.1777200016982,110247,208.91409441594553,37.09440974144001,0.7193010406279086,0.9798897989207155,1783.7118501324524,111931,1781.9452618192254
208.3024706432926,35.60669245987032,0.6827820274898203,1.045367526774122,1710.241649132841,110857,208.13664793458736,35.70913981368188,0.6823486390057304,0.9842632879053754,1709.3599036712292,112307,1709.8008054803065
208.39312417841575,36.04129807839545,0.7169023285100937,1.006885161822856,1778.935951228629,111004,208.35170689971437,36.17457129694078,0.7152295276160764,1.023632586789579,1775.6012364550347,112267,1777.2690177551276
