separation_hmpc,x_max_bridge,A,sigma_A,chi2_A0,chi2_min,delta_chi2,significance,A_offset,sigma_A_offset,offset_c,chi2_null_offset_only,chi2_min_offset,delta_chi2_nested,significance_offset,frac_central_band,frac_off_band,frac_bridge,frac_halo,frac_outer,n_bins_bridge,n_bins_halo,n_bins_outer,bridge_halo_resolved,sigma_A_loo_refit,unit_test_ratio,sigma_A_hartlap,dof,chi2_min_per_dof,dim,n_samples,rank,eig_min,eig_max,cond,hartlap_alpha,hartlap_sigma_inflation,x_max,x_bin
5.0,1.75,1.9699754137523344,0.5825375974178987,12.292202090191227,0.8562140793441593,11.435988010847067,3.3817137683202976,0.8150609016587376,1.377378010775974,-0.001074869980863807,0.3501658832803187,-1.7763568394002505e-15,0.3501658832803205,0.5917481586623823,-0.022809391028562605,1.0228093910285627,1.0000000000000002,0.0,0.0,1,0,0,False,0.5825375974178986,0.9999999999999998,0.5856171127829802,1,0.8562140793441593,2,287,2,2.206195594468205e-07,9.55307345486005e-07,4.330111744767027,0.9895104895104895,1.0052863804477712,1.75,4.0
10.0,3.5,1.8067493628837303,0.8431218049046283,5.121546680496269,0.5294060652856407,4.592140615210628,2.1429280471379872,2.279073468511566,1.064072954016564,0.00038723304595105905,4.58747638223572,-8.881784197001252e-16,4.587476382235721,2.141839485637456,0.1343189489735638,0.8656810510264361,0.9999999999999999,0.0,0.0,1,0,0,False,0.8431218049046284,1.0000000000000002,0.8475788675291657,1,0.5294060652856407,2,287,2,1.0565356022224811e-07,4.599860677327623e-07,4.3537204687201845,0.9895104895104895,1.0052863804477712,3.5,4.0
20.0,7.0,0.7117292461787121,0.951606105818183,1.1156730030299218,0.5562823771554416,0.5593906258744802,0.7479242113172165,0.5964509365784766,0.9749561547904505,-0.00020246616256561589,0.6351380022695406,0.2608729471753649,0.37426505509417574,0.6117720613873894,0.5017381896199868,0.4982618103800131,1.0,0.0,0.0,2,0,0,False,0.9516061058181826,0.9999999999999997,0.9600350224563333,3,0.18542745905181388,4,287,4,1.768297373167749e-08,5.694046873982704e-07,32.20073139498206,0.9825174825174825,1.008857568889707,7.0,4.0
