separation_hmpc,A,sigma_A,chi2_A0,chi2_min,delta_chi2,significance,A_offset,sigma_A_offset,offset_c,chi2_null_offset_only,chi2_min_offset,delta_chi2_nested,significance_offset,frac_central_band,frac_off_band,frac_bridge,frac_halo,frac_outer,n_bins_bridge,n_bins_halo,n_bins_outer,bridge_halo_resolved,sigma_A_loo_refit,unit_test_ratio,sigma_A_hartlap,dof,chi2_min_per_dof,dim,n_samples,rank,eig_min,eig_max,cond,hartlap_alpha,hartlap_sigma_inflation,x_max,x_bin
5.0,1.465082339743355,0.3570988639346635,35.000356370766376,18.167914256778065,16.83244211398831,4.102735930326044,1.4731435221616216,0.35740966790197165,-0.00015522275017445294,34.86389215287648,17.875294580696,16.98859757218048,4.121722646197885,-0.027591955126060802,1.0275919551260608,0.667400485689071,0.0,0.3325995143109291,1,0,10,False,0.3570988639346635,1.0,0.3723862278408697,21,0.8651387741322888,22,287,22,2.7018738228925845e-08,2.099396950150638e-06,77.70151708650317,0.9195804195804196,1.0428098923019908,40.0,4.0
10.0,1.0665119686420088,0.4894367449858892,20.671258958700186,15.92295705287674,4.748301905823447,2.179059867425273,1.0589955572743477,0.4924571511917307,3.831546727836147e-05,20.528264489050958,15.903907220123001,4.624357268927957,2.1504318796297546,0.10034439026367538,0.8996556097363245,0.3430045865765706,0.5948203278007486,0.06217508562268078,1,1,9,True,0.4894367449858893,1.0000000000000002,0.510389479327372,21,0.7582360501369876,22,287,22,1.6398028655874517e-08,2.09981982113224e-06,128.05318646519072,0.9195804195804196,1.0428098923019908,40.0,4.0
20.0,1.5959900053257925,0.5684809616159597,32.41084615213449,24.528990352811018,7.881855799323472,2.807464300632062,1.5908945079727683,0.5718662053098885,2.2513299686107333e-05,32.261425852343464,24.522264518955957,7.739161333387507,2.7819348183211465,0.32541437428604814,0.6745856257139519,0.3853653871909122,0.44344288642787066,0.17119172638121724,2,1,8,True,0.5684809616159596,0.9999999999999998,0.5928175703584712,21,1.1680471596576676,22,287,22,7.135228048275556e-09,2.0648937001193803e-06,289.39421223101965,0.9195804195804196,1.0428098923019908,40.0,4.0
