separation_hmpc,n_pairs,corrected_pairs_bridge_excess,control_bridge_excess,filament_bridge_excess,filament_bridge_err,significance,random_pair_noise_floor
5.0,217702,0.004991722289974779,0.004453968671783121,0.0005377536181916568,0.0009081051434189592,0.5921710961431712,3.1693769059816904e-05
10.0,459051,0.0031690084457975825,0.0019782391043850485,0.0011907693414125338,0.00051014832014794,2.3341630157033895,-4.044449264034709e-05
20.0,1282969,0.0007968058507243828,0.0006732225910972967,0.0001235832596270861,0.0002221469307564403,0.5563131536693684,-1.2678939187859993e-05
